_id,lng,lat,price,title,description,img_collection[0],img_collection[1],img_collection[2],img_collection[3],phone,address,catagory,features,uid,uName,uEmail,uPhone,createdAt,updatedAt,__v
64c3ac7afc06642f2440ff78,85.34483109340283,27.699718692893626,8998,Aayush Boys Hostel,This is Hostel is located at Bhemsengola nearby Reliance Residential Higher Secondary School. Hamila hostel open gare ko 12 year plus bhaie sako hami family pani hostel mai basxau Khana pani hamila Jae khana ho hjr la pani tei khana ho shanta bata baran xa and Khana ko lagi Ra basna ko lagi hjr Lai kei complain aaudaina.,http://localhost:8000/uploads/2023-07-28T11-54-34.919Z-download (2).jpeg,,,,9828889408,"Fresh Zone, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:54:34.926Z,2023-07-28T11:54:34.926Z,0
64c3acddfc06642f2440ff7b,85.34734639687093,27.6992136796693,9000,Model Boys Hostel,This is Hostel is located at Bhemsengola nearby Reliance Residential Higher Secondary School. Hamila hostel open gare ko 12 year plus bhaie sako hami family pani hostel mai basxau Khana pani hamila Jae khana ho hjr la pani tei khana ho shanta bata baran xa and Khana ko lagi Ra basna ko lagi hjr Lai kei complain aaudaina.,http://localhost:8000/uploads/2023-07-28T11-56-13.633Z-model7.jpg,,,,9828889408,"Ace Institute of Management, Sinamangal, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Security Guard,Parking Lot,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:56:13.637Z,2023-07-28T11:56:13.637Z,0
64c3ad73fc06642f2440ff7e,85.32784309680756,27.694286472531857,9500,Best Girls Hostel,"Being Best Girls Hostel in town ever since 2 years in kathmandu city we have been serving our guest with quality FOODING, LODGING and GYM services. Prices: 4 Seater - Rs. 9500, 3 Seater - Rs.10,500, 4 Seater Attached Bathroom Rs.10,000, 2 Seater - 14,500.",http://localhost:8000/uploads/2023-07-28T11-58-43.771Z-image_6483441.jpeg,http://localhost:8000/uploads/2023-07-28T11-58-43.772Z-logo (1).jpg,,,9808391541,"Bhetghat Restaurant, Anamnagar, Kathmandu, Bagmati, Nepal",Girls hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:58:43.777Z,2023-07-28T11:58:43.777Z,0
64c3adddfc06642f2440ff81,85.3415089,27.7056762,10000,Royal Inn Boys Hostel,We believe in comfort and satisfaction by providing best services to our customers.,http://localhost:8000/uploads/2023-07-28T12-00-29.806Z-download (3).jpeg,,,,9841011864,"Shilpee's Gothale Theatre, Battisputali, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T12:00:29.811Z,2023-07-28T12:00:29.811Z,0
64c3aeffcc2695cc982ef8d1,85.32828272014353,27.687242738396776,9500,Diamond Boys Hostel,"Diamond Boys Hostel which is located at Buddhanagar, has an objectives to firstly go on student\'s career through providing them the needed environment and facilitating them.",http://localhost:8000/uploads/2023-07-28T12-05-19.738Z-diamond-boys.jpg,,,,9847503060,"HAMS Hospital, Buddhanagar, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Security Guard,Parking Lot,Locker room,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T12:05:19.817Z,2023-07-28T12:05:19.817Z,0
64c3af5bcc2695cc982ef8d4,85.3504227,27.6991844,9500,Mahalaxmi Girls Hostel,"Mahalaxmi hostel, located at Sinamangal, provides homely environment to girls who come to Kathmandu searching for accomodations. We have made available facilities like 24hrs free wifi, quality food, furnished rooms and many more.",http://localhost:8000/uploads/2023-07-28T12-06-51.659Z-cp.jpg,,,,9860236423,"Sinamangal, Kathmandu, Bagmati, Nepal",Girls hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T12:06:51.669Z,2023-07-28T12:06:51.669Z,0
64c3afeecc2695cc982ef8d7,85.32820482742568,27.68818185678279,10000,Mero Girls Hostel,Best girls hostel in the town.,http://localhost:8000/uploads/2023-07-28T12-09-18.867Z-3.jpg,,,,9849325341,"HAMS Hospital, Buddhanagar, Kathmandu, Bagmati, Nepal",Girls hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T12:09:18.875Z,2023-07-28T12:09:18.875Z,0
64c3b05ecc2695cc982ef8db,85.312655,27.724955,10000,Kalash Boys Hostel,Best boys hostel in the town.,http://localhost:8000/uploads/2023-07-28T12-11-10.165Z-download (4).jpeg,,,,9813234341,"Samakhusi Children Park, Samakhusi, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T12:11:10.178Z,2023-07-28T12:11:10.178Z,0
64c3b10dcc2695cc982ef8de,85.31169687492462,27.716882800661196,9598,Elbrus Home,"The home lies near from tourist hub of Thamel, Galkopakha. The home offers neat and clean rooms including a bathroom with a hot & cold shower for 24 hours. It has a tastefully sunny room with a balcony and a beautiful garden. It is within walking distance of all tourist destinations like tourist markets, airlines, travel agencies, restaurants, etc. It also has its own travel desk to provide travel information to tourists. All the guests can enjoy free breakfast during their stay.",http://localhost:8000/uploads/2023-07-28T12-14-05.047Z-elbrus3.png,http://localhost:8000/uploads/2023-07-28T12-14-05.047Z-Elbrus2.jpg,,,9851137593,"Monkey Temple, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,CCTV,Security Guard",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T12:14:05.056Z,2023-07-28T12:14:05.056Z,0
64c3b1b3cc2695cc982ef8e8,85.3282796,27.7017349,10500,Mother Care Boys Hostel,"Mother Care Boys Hostel is located at the very core area of Kathmandu city. Mother Care Boys Hostel delivers a safe, secured, admirably hospitable, and motherly environment for students. It may be the best choice for the student.",http://localhost:8000/uploads/2023-07-28T12-17-44.980Z-mother.png,http://localhost:8000/uploads/2023-07-28T12-17-44.986Z-mother1.png,,,9851105678,"Ministry Of Finance, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV,Balcony/Terrace",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T12:16:51.327Z,2023-07-28T12:17:45.000Z,1
64c3b40dcc2695cc982ef8f3,85.34296008471142,27.678766840433042,12500,Sanjibini Boys hostel,It is situated at the heart of the kathmandu valley. Easy access to all route vehicle.\r\nStudents friendly environment.\r\nhigh security to the students . \r\nGreat guidance from the warden\r\nfacilitites for the tution and many more\r\nchicken meal twice the week  and special meal for the vegeterian,http://localhost:8000/uploads/2023-07-28T12-29-05.835Z-sanjibini.jpg,,,,9860547079,"Mahadevsthan, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,CCTV,Security Guard,Balcony/Terrace,Halal Food ,No Smoking",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T12:26:53.679Z,2023-07-28T12:29:05.845Z,2
